community,plot,number,species,family,dbh,height,ba
MDF,14,269,Lagerstroemia_duperreana,Lythraceae,20.06,16,316.0470484
DDF,3,1898,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.18,2,7.942260388
DDF,6,3022,Castanopsis_acuminatissima,Fagaceae,1.91,4,2.86521104
DEF,11,1670,Rothmannia_sootepensis,Rubiaceae,9.24,10,67.05541024
DDF,1,118,Shorea_obtusa,Dipterocarpaceae ,8.28,8,53.84564145
DEF,7,39,Rapanea_yunnanensis,Primulaceae,2.55,2.5,5.107051557
MDF,18,1040,Anogeissus_acuminata,Combretaceae,20.7,19,336.535259
DDF,6,3348,Lithocarpus_polystachyus,Fagaceae,6.37,6,31.86902274
DEF,10,959,Cananga_odorata,Annonaceae,1.27,3,1.266768698
DDF,4,2429,Dalbergia_dongnaiensis,Fabacese,8.28,6,53.84564145
DEF,11,1461,Tarennoidea_wallichii,Rubiaceae,1.91,2.5,2.86521104
DDF,2,807,Tristaniopsis_burmanica,Myrtaceae,2.55,4,5.107051557
MDF,14,305,Tectona_grandis,Lamiaceae,9.24,12,67.05541024
DDF,2,1085,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.82,2,11.46084416
DDF,5,2865,Tristaniopsis_burmanica,Myrtaceae,0.96,1.6,0.723822947
DDF,1,239,Gluta_usitata,Anacardiaceae,4.78,5,17.9450914
MDF,16,794,Dalbergia_oliveri,Fabaceae,16.56,15,215.3825658
DEF,9,889,Schima_wallichii,Theaceae,2.55,3,5.107051557
DDF,1,266,Catunaregam_spathulifolia,Rubiaceae,1.91,3,2.86521104
DDF,4,1973,Symplocos_racemosa,Symplocaceae,3.18,2.5,7.942260388
MDF,18,998,Vitex_pinnata,Verbenaceae,17.2,18,232.3521927
MDF,16,763,Artocarpus_gomezianus,Moraceae,0.96,2,0.723822947
DEF,7,92,Phoebe_lanceolata,Lauraceae,2.87,4,6.469246132
DDF,1,70,Dipterocarpus_tuberculatus,Dipterocarpaceae ,7.96,3.5,49.76408427
DEF,8,554,Turpinia_pomifera,Staphyleaceae,3.18,3,7.942260388
DDF,3,1502,Tristaniopsis_burmanica,Myrtaceae,3.5,4,9.621127502
DEF,12,2189,Lithocarpus_fenestus,Fagaceae,3.5,4,9.621127502
DDF,3,1311,Gardenia_obtusifolia,Rubiaceae,5.73,4,25.78689936
DDF,1,330,Shorea_siamensis,Dipterocarpaceae ,3.18,4,7.942260388
DDF,1,362,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.14,3.5,13.46141036
DDF,4,2525,Shorea_siamensis,Dipterocarpaceae ,11.46,5,103.1475974
DEF,10,972,Psychotria_sp.,Rubiaceae,1.27,2,1.266768698
MDF,16,671,Terminalia_mucronata,Combretaceae,1.27,1.6,1.266768698
DEF,7,149,Dipterocarpus_alatus,Dipterocarpaceae ,2.87,5,6.469246132
MDF,15,558,Millettia_kangensis,Fabaceae,1.27,2,1.266768698
DDF,1,280,Tristaniopsis_burmanica,Myrtaceae,3.82,6,11.46084416
DEF,7,231,Rothmannia_sootepensis,Rubiaceae,3.5,5,9.621127502
MDF,15,547,Millettia_kangensis,Fabaceae,4.14,5,13.46141036
DEF,10,1352,Garcinia_merguensis,Clusiaceae,0.64,3,0.321699088
MDF,17,911,Terminalia_mucronata,Combretaceae,12.74,11,127.4760909
DEF,11,1515,Elaeocarpus_sphaericus,Elaeocarpaceae,2.23,4,3.905706527
MDF,13,138,Colona_flagrocarpa,Tiliaceae,16.56,18,215.3825658
DDF,2,1126,Dipterocarpus_obtusifolius,Dipterocarpaceae ,4.46,3,15.62282611
MDF,17,890,Xylia_xylocarpa,Fabaceae,18.79,15,277.2958957
DEF,11,1468,Shorea_roxburghii,Dipterocarpaceae ,0.96,1.7,0.723822947
DDF,4,2496,Dipterocarpus_tuberculatus,Dipterocarpaceae ,7.01,5,38.59454429
MDF,15,423,Tectona_grandis,Lamiaceae,12.74,20,127.4760909
DDF,6,3275,Engelhardia_serrata,Juglandaceae,0.96,2,0.723822947
DEF,10,918,Phoebe_lanceolata,Lauraceae,1.59,3,1.985565097
DDF,2,675,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.46,1.6,15.62282611
DDF,4,2239,Tristaniopsis_burmanica,Myrtaceae,5.1,5,20.42820623
DDF,2,1154,Craibiodendron_stellatum,Ericaceae,3.5,3,9.621127502
DDF,4,2325,Shorea_obtusa,Dipterocarpaceae ,2.55,2,5.107051557
DDF,2,707,Tristaniopsis_burmanica,Myrtaceae,1.59,2,1.985565097
MDF,16,590,Terminalia_mucronata,Combretaceae,1.59,1.8,1.985565097
DDF,4,1939,Dipterocarpus_obtusifolius,Dipterocarpaceae ,3.03,2.5,7.210661998
DDF,4,2480,Shorea_siamensis,Dipterocarpaceae ,7.64,6,45.84337664
DDF,4,2493,Shorea_siamensis,Dipterocarpaceae ,22.29,15,390.2204436
DEF,9,741,Canarium_subulatum,Burseraceae,2.23,3,3.905706527
DDF,6,3241,Tristaniopsis_burmanica,Myrtaceae,3.18,5,7.942260388
DDF,2,767,Tristaniopsis_burmanica,Myrtaceae,2.55,5,5.107051557
DDF,6,3129,Shorea_obtusa,Dipterocarpaceae ,2.87,2,6.469246132
DDF,1,459,Tristaniopsis_burmanica,Myrtaceae,3.18,5,7.942260388
DEF,9,647,Syzygium_albiflorum,Myrtaceae,50.64,32,2014.08259
DEF,9,709,Lithocarpus_fenestus,Fagaceae,8.28,5,53.84564145
DDF,6,3230,Shorea_obtusa,Dipterocarpaceae ,13.69,9,147.1962607
DDF,3,1850,Tristaniopsis_burmanica,Myrtaceae,1.91,2,2.86521104
DEF,8,508,Ostodes_paniculata,Euphorbiaceae,2.23,2,3.905706527
DDF,3,1440,Craibiodendron_stellatum,Ericaceae,11.15,6,97.64266317
DEF,10,1062,Castanopsis_acuminatissima,Fagaceae,0.96,1.7,0.723822947
DDF,5,2597,Aporosa_villosa,Phyllanthaceae,3.5,3,9.621127502
MDF,16,593,Antidesma_acidum,Phyllanthaceae,1.27,2,1.266768698
DDF,5,2854,Garcinia_merguensis,Clusiaceae,1.27,1.6,1.266768698
DDF,6,3442,Quercus_kerrii,Fagaceae,2.55,2,5.107051557
DEF,11,1733,Psychotria_sp.,Rubiaceae,0.96,2,0.723822947
DEF,10,1135,Eriobotrya_bengalensis,Rosaceae,3.18,5,7.942260388
DEF,8,515,Colona_elobata,Tiliaceae,0.96,2,0.723822947
DEF,12,2198,Rothmannia_sootepensis,Rubiaceae,5.73,6,25.78689936
MDF,16,864,Shorea_siamensis,Dipterocarpaceae ,19.43,18,296.5073631
DDF,2,814,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.82,3,11.46084416
DEF,8,448,Vitex_pinnata,Verbenaceae,31.85,15,796.7255684
DDF,6,3205,Wendlandia_tinctoria,Rubiaceae,9.55,8,71.630276
MDF,13,114,Walsura_robusta,Meliaceae,8.92,4,62.49130443
DDF,4,2332,Shorea_siamensis,Dipterocarpaceae ,3.82,2.5,11.46084416
MDF,18,996,Terminalia_mucronata,Combretaceae,22.93,15,412.9504948
DDF,3,1604,Tristaniopsis_burmanica,Myrtaceae,2.23,2,3.905706527
DEF,10,1396,Syzygium_albiflorum,Myrtaceae,1.27,2,1.266768698
MDF,16,704,Strychnos_nux-vomica,Loganiaceae,5.41,4,22.98711199
MDF,13,167,Lagerstroemia_loudonii,Lythraceae,3.82,3,11.46084416
DEF,7,240,Ixora_cibdela,Rubiaceae,0.96,2,0.723822947
DDF,6,3024,Lithocarpus_polystachyus,Fagaceae,0.64,2,0.321699088
DEF,7,103,Lithocarpus_fenestus,Fagaceae,0.96,1.8,0.723822947
DDF,2,694,Tristaniopsis_burmanica,Myrtaceae,2.55,3,5.107051557
DDF,1,20,Shorea_obtusa,Dipterocarpaceae ,10.51,10,86.75515967
DEF,11,1681,Ficus_hispida,Moraceae,4.46,5,15.62282611
DDF,2,818,Vitex_peduncularis,Verbenaceae,1.91,2.5,2.86521104
DDF,4,1912,Shorea_obtusa,Dipterocarpaceae ,9.55,7,71.630276
DEF,7,173,Ixora_cibdela,Rubiaceae,0.96,2,0.723822947
DDF,6,3016,Anneslea_fragrans,Theaceae,39.17,17,1205.027684
DDF,2,1009,Tristaniopsis_burmanica,Myrtaceae,2.55,3,5.107051557
DDF,5,2785,Shorea_obtusa,Dipterocarpaceae ,16.24,13,207.1390267
MDF,17,896,Shorea_siamensis,Dipterocarpaceae ,19.11,13,286.8212046
DEF,8,519,Antidesma_sp.,Phyllanthaceae,4.78,4,17.9450914
MDF,17,936,Shorea_siamensis,Dipterocarpaceae ,28.66,15,645.1225957
DDF,6,2980,Quercus_brandisiana,Fagaceae,35.99,18,1017.310612
DEF,7,344,Gmelina_arborea,Lamiaceae,37.9,15,1128.153776
DEF,10,1340,Garcinia_cowa,Clusiaceae,1.91,2,2.86521104
DDF,2,1055,Shorea_obtusa,Dipterocarpaceae ,2.55,3,5.107051557
DDF,5,2944,Tristaniopsis_burmanica,Myrtaceae,0.96,2,0.723822947
MDF,17,960,Terminalia_mucronata,Combretaceae,11.46,13,103.1475974
DDF,4,1923,Dipterocarpus_obtusifolius,Dipterocarpaceae ,2.87,2.5,6.469246132
DDF,5,2800,Quercus_brandisiana,Fagaceae,32.48,12,828.5561066
DEF,12,2324,Viburnum_inopinatum,Adoxaceae,1.59,3,1.985565097
MDF,15,500,Tectona_grandis,Lamiaceae,12.26,15,118.051313
DEF,10,1383,Castanopsis_argentea,Fagaceae,1.91,3,2.86521104
DDF,3,1893,Shorea_obtusa,Dipterocarpaceae ,4.14,3.5,13.46141036
DEF,10,1112,Castanopsis_diversifolia,Fagaceae,1.27,3,1.266768698
MDF,16,657,Lagerstroemia_duperreana,Lythraceae,2.87,4.5,6.469246132
DEF,7,179,Colona_flagrocarpa,Tiliaceae,4.46,7,15.62282611
DDF,1,395,Bridelia_retusa,Euphorbiaceae,1.59,3,1.985565097
DDF,3,1554,Tristaniopsis_burmanica,Myrtaceae,3.5,4.5,9.621127502
DEF,10,982,Phoebe_lanceolata,Lauraceae,1.91,3,2.86521104
DDF,1,278,Dipterocarpus_obtusifolius,Dipterocarpaceae ,2.55,4,5.107051557
DDF,5,2560,Wendlandia_tinctoria,Rubiaceae,3.82,5,11.46084416
DDF,6,3059,Glochidion_zeylanicum,Phyllanthaceae,3.18,3.5,7.942260388
DDF,6,3247,Helicia_nilagirica,Proteaceae,2.23,3,3.905706527
MDF,16,850,Antidesma_acidum,Phyllanthaceae,2.87,3.5,6.469246132
DDF,3,1498,Tristaniopsis_burmanica,Myrtaceae,2.23,3,3.905706527
MDF,16,787,Quercus_kingiana,Fagaceae,20.7,16,336.535259
MDF,16,614,Antidesma_acidum,Phyllanthaceae,1.91,2,2.86521104
DDF,4,2093,Shorea_siamensis,Dipterocarpaceae ,18.79,8.5,277.2958957
DDF,4,1952,Dipterocarpus_tuberculatus,Dipterocarpaceae ,5.1,4.5,20.42820623
MDF,18,1052,Canarium_subulatum,Burseraceae,27.71,17,603.0633459
DEF,10,1301,Knema_lenta,Myristicaceae,20.06,15,316.0470484
DDF,3,1300,Wendlandia_tinctoria,Rubiaceae,11.78,7,108.9884465
DDF,4,2009,Dipterocarpus_tuberculatus,Dipterocarpaceae ,5.73,4,25.78689936
DEF,12,2078,Elaeocarpus_sphaericus,Elaeocarpaceae,3.5,5,9.621127502
DEF,7,33,Tarennoidea_wallichii,Rubiaceae,2.23,2.5,3.905706527
DEF,10,1179,Eriobotrya_bengalensis,Rosaceae,0.96,3,0.723822947
DEF,12,2214,Rothmannia_sootepensis,Rubiaceae,3.03,4,7.210661998
DDF,1,87,Quercus_kerrii,Fagaceae,10.19,9,81.55268223
DDF,4,2540,Gluta_usitata,Anacardiaceae,6.37,6,31.86902274
DEF,10,1378,Litsea_sp.3,Lauraceae,2.87,2.5,6.469246132
DDF,6,3140,Magnolia_baillonii,Magnoliaceae,2.23,4,3.905706527
DEF,11,1649,Artocarpus_gomezianus,Moraceae,1.59,2.5,1.985565097
DDF,2,466,Quercus_kerrii,Fagaceae,8.28,5,53.84564145
DEF,12,1991,Ilex_umbellulata,Aquifoliaceae,2.23,3,3.905706527
MDF,15,526,Tectona_grandis,Lamiaceae,25.48,15,509.9043638
MDF,16,738,Quercus_kerrii,Fagaceae,20.06,13,316.0470484
DEF,11,1695,Castanopsis_acuminatissima,Fagaceae,0.96,1.6,0.723822947
DEF,10,1041,Castanopsis_acuminatissima,Fagaceae,2.55,5,5.107051557
DEF,10,1142,Eriobotrya_bengalensis,Rosaceae,1.91,4,2.86521104
DDF,4,2500,Shorea_siamensis,Dipterocarpaceae ,4.46,3,15.62282611
DDF,6,3318,Wendlandia_tinctoria,Rubiaceae,4.14,6,13.46141036
DDF,2,645,Aporosa_villosa,Phyllanthaceae,7.01,4,38.59454429
DDF,1,185,Shorea_obtusa,Dipterocarpaceae ,11.15,7,97.64266317
DDF,3,1483,Gluta_usitata,Anacardiaceae,13.06,12,133.9603382
DEF,12,2031,Ixora_cibdela,Rubiaceae,1.11,2,0.967689077
DEF,8,513,Turpinia_pomifera,Staphyleaceae,20.7,23,336.535259
DDF,5,2557,Gluta_usitata,Anacardiaceae,9.87,7,76.51105434
DDF,4,2375,Shorea_obtusa,Dipterocarpaceae ,6.37,20,31.86902274
DDF,3,1254,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.78,2,17.9450914
DDF,5,2859,Tristaniopsis_burmanica,Myrtaceae,0.96,2.5,0.723822947
DDF,3,1574,Lithocarpus_polystachyus,Fagaceae,2.87,4,6.469246132
MDF,14,285,Millettia_kangensis,Fabaceae,22.29,13,390.2204436
DDF,1,443,Catunaregam_spathulifolia,Rubiaceae,1.91,3,2.86521104
DDF,4,2124,Gardenia_obtusifolia,Rubiaceae,4.14,2,13.46141036
DDF,5,2832,Aporosa_villosa,Phyllanthaceae,1.91,2.5,2.86521104
DEF,11,1618,Eurya_nitida,Pentaphylacacaeae,1.27,2.5,1.266768698
DDF,1,221,Dalbergia_oliveri,Fabaceae,6.05,6,28.74753628
DEF,10,1089,Croton_roxburghii,Euphorbiaceae,5.1,5,20.42820623
DDF,4,1933,Buchanania_lanzan,Anacardiaceae,2.55,2.5,5.107051557
MDF,14,373,Lagerstroemia_duperreana,Lythraceae,1.59,3.5,1.985565097
DEF,11,1592,Lindera_metcalfiana,Lauraceae,1.91,4.5,2.86521104
MDF,14,173,Bombax_anceps,Malvaceae,28.03,15,617.0723359
MDF,16,616,Terminalia_mucronata,Combretaceae,2.23,3,3.905706527
DDF,3,1253,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.78,3.5,17.9450914
DEF,7,16,Syzygium_albiflorum,Myrtaceae,0.96,2,0.723822947
DDF,2,523,Dipterocarpus_obtusifolius,Dipterocarpaceae ,15.92,12,199.0563371
MDF,18,1014,Xylia_xylocarpa,Fabaceae,10.19,10,81.55268223
DDF,4,2088,Phyllanthus_emblica,Phyllanthaceae,2.23,3,3.905706527
DEF,9,814,Ixora_cibdela,Rubiaceae,0.96,2,0.723822947
DEF,7,374,Tarennoidea_wallichii,Rubiaceae,0.96,2,0.723822947
DDF,2,846,Shorea_siamensis,Dipterocarpaceae ,1.91,3,2.86521104
DDF,2,542,Lithocarpus_polystachyus,Fagaceae,5.41,5,22.98711199
DEF,8,587,Heteropanax_fragrans,Araliaceae,7.01,6,38.59454429
DDF,3,1648,Aporosa_villosa,Phyllanthaceae,2.23,2,3.905706527
MDF,14,201,Lagerstroemia_duperreana,Lythraceae,14.97,14,176.0084353
DDF,2,1207,Tristaniopsis_burmanica,Myrtaceae,1.91,3,2.86521104
MDF,14,340,Stereospermum_colais,Bignoniaceae,1.59,3.5,1.985565097
DDF,6,3391,Melastoma_malabathricum,Melastomataceae,0.64,2,0.321699088
DEF,11,1500,Garcinia_merguensis,Clusiaceae,0.64,1.7,0.321699088
DEF,11,1746,Syzygium_albiflorum,Myrtaceae,0.96,1.5,0.723822947
DEF,10,919,Phoebe_lanceolata,Lauraceae,3.5,4,9.621127502
DEF,7,369,Tarennoidea_wallichii,Rubiaceae,1.11,2,0.967689077
MDF,14,311,Lagerstroemia_duperreana,Lythraceae,17.2,17,232.3521927
DDF,3,1832,Tristaniopsis_burmanica,Myrtaceae,2.87,4,6.469246132
DEF,12,1886,Olea_salicifolia,Oleaceae,0.96,2,0.723822947
DDF,1,82,Tristaniopsis_burmanica,Myrtaceae,4.78,5,17.9450914
MDF,14,351,Hymenodictyon_excelsum,Rubiaceae,1.59,3,1.985565097
DEF,11,1702,Phoebe_lanceolata,Lauraceae,2.55,4,5.107051557
DDF,2,1173,Dipterocarpus_obtusifolius,Dipterocarpaceae ,3.82,4.5,11.46084416
MDF,14,354,Lagerstroemia_duperreana,Lythraceae,2.07,4,3.36535259
DEF,10,1214,Lindera_metcalfiana,Lauraceae,1.59,4,1.985565097
MDF,13,156,Antidesma_acidum,Phyllanthaceae,1.11,1.7,0.967689077
DEF,7,267,Xylia_xylocarpa,Fabaceae,13.38,7,140.605435
DEF,9,845,Ixora_cibdela,Rubiaceae,0.64,1.8,0.321699088
DEF,7,211,Ostodes_paniculata,Euphorbiaceae,1.27,2,1.266768698
DEF,11,1629,Elaeocarpus_sp.,Elaeocarpaceae,12.1,12,114.9901451
MDF,14,334,Lagerstroemia_duperreana,Lythraceae,19.75,19,306.3543711
DDF,2,724,Tristaniopsis_burmanica,Myrtaceae,2.87,3.5,6.469246132
DEF,12,1896,Lithocarpus_fenestus,Fagaceae,50.32,19,1988.708574
DDF,5,2716,Craibiodendron_stellatum,Ericaceae,1.59,2,1.985565097
DDF,2,527,Dipterocarpus_tuberculatus,Dipterocarpaceae ,5.1,5,20.42820623
DEF,10,1231,Syzygium_albiflorum,Myrtaceae,0.64,2,0.321699088
MDF,16,612,Dalbergia_dongnaiensis,Fabacese,8.28,8,53.84564145
DDF,4,2182,Shorea_siamensis,Dipterocarpaceae ,3.18,3,7.942260388
DDF,3,1848,Buchanania_lanzan,Anacardiaceae,2.87,3.5,6.469246132
DEF,12,2062,Ilex_umbellulata,Aquifoliaceae,2.23,4,3.905706527
DDF,2,1104,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.5,4,9.621127502
DDF,1,116,Shorea_obtusa,Dipterocarpaceae ,17.83,7,249.6850662
DEF,8,572,Turpinia_pomifera,Staphyleaceae,9.24,8,67.05541024
MDF,13,44,Xylia_xylocarpa,Fabaceae,7.48,9,43.9433414
DDF,2,1039,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.14,4,13.46141036
DEF,8,478,Castanopsis_armata,Fagaceae,5.41,5,22.98711199
DDF,5,2561,Aporosa_villosa,Phyllanthaceae,4.46,4,15.62282611
DDF,3,1661,Shorea_obtusa,Dipterocarpaceae ,2.87,2.5,6.469246132
DDF,6,2993,Lithocarpus_polystachyus,Fagaceae,1.27,2,1.266768698
DEF,11,1585,Lindera_metcalfiana,Lauraceae,1.91,3,2.86521104
DEF,7,183,Toona_ciliata,Meliaceae,6.37,6,31.86902274
DEF,7,143,Tarennoidea_wallichii,Rubiaceae,1.91,2,2.86521104
DDF,5,2760,Glochidion_sphaerogynum,Phyllanthaceae,2.55,3,5.107051557
DEF,9,621,Rapanea_yunnanensis,Primulaceae,2.23,2.5,3.905706527
DEF,9,704,Lithocarpus_polystachyus,Fagaceae,18.47,20,267.9314363
DEF,7,11,Castanopsis_acuminatissima,Fagaceae,0.96,2,0.723822947
DDF,5,2880,Quercus_brandisiana,Fagaceae,8.6,9,58.08804816
DDF,5,2611,Tristaniopsis_burmanica,Myrtaceae,1.27,2,1.266768698
MDF,15,428,Millettia_kangensis,Fabaceae,7.32,7,42.08351855
DDF,3,1643,Lithocarpus_tenuinervis,Fagaceae,3.82,3,11.46084416
DDF,4,2316,Dillenia_obovata,Dilleniaceae,3.18,2,7.942260388
DDF,5,2858,Wendlandia_tinctoria,Rubiaceae,3.18,4,7.942260388
DDF,6,3203,Melastoma_malabathricum,Melastomataceae,0.96,2,0.723822947
DDF,1,250,Craibiodendron_stellatum,Ericaceae,3.5,2.5,9.621127502
DDF,1,61,Garcinia_cowa,Clusiaceae,5.73,2.5,25.78689936
DEF,11,1771,Castanopsis_acuminatissima,Fagaceae,3.5,6,9.621127502
DDF,4,1976,Tristaniopsis_burmanica,Myrtaceae,5.41,5,22.98711199
DDF,5,2565,Craibiodendron_stellatum,Ericaceae,5.1,6,20.42820623
DDF,4,2208,Tristaniopsis_burmanica,Myrtaceae,4.78,5,17.9450914
DDF,4,1932,Dipterocarpus_obtusifolius,Dipterocarpaceae ,21.97,11,379.0966924
DDF,3,1734,Aporosa_villosa,Phyllanthaceae,3.5,3,9.621127502
MDF,14,189,Lagerstroemia_duperreana,Lythraceae,17.83,11,249.6850662
DDF,4,2223,Gluta_usitata,Anacardiaceae,19.11,15,286.8212046
DDF,5,2606,Tristaniopsis_burmanica,Myrtaceae,2.87,5,6.469246132
DDF,1,99,Craibiodendron_stellatum,Ericaceae,8.92,8,62.49130443
DDF,1,419,Vitex_peduncularis,Verbenaceae,4.14,3,13.46141036
MDF,14,332,Lagerstroemia_duperreana,Lythraceae,16.56,18,215.3825658
DDF,2,1108,Shorea_siamensis,Dipterocarpaceae ,2.23,2,3.905706527
DDF,4,2138,Shorea_siamensis,Dipterocarpaceae ,2.23,2,3.905706527
MDF,14,341,Lagerstroemia_duperreana,Lythraceae,1.75,5,2.405281875
DDF,3,1327,Dipterocarpus_obtusifolius,Dipterocarpaceae ,6.37,5,31.86902274
DDF,2,1081,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.82,2,11.46084416
DDF,1,9,Dipterocarpus_obtusifolius,Dipterocarpaceae ,19.11,12,286.8212046
DDF,3,1252,Quercus_kerrii,Fagaceae,5.73,4.5,25.78689936
DDF,3,1450,Syzygium_cumini,Myrtaceae,15.92,12,199.0563371
DDF,2,517,Dipterocarpus_tuberculatus,Dipterocarpaceae ,5.41,3.5,22.98711199
DDF,4,2329,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.18,1.7,7.942260388
DDF,3,1546,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.14,3,13.46141036
DDF,4,2007,Dipterocarpus_tuberculatus,Dipterocarpaceae ,6.37,4,31.86902274
DDF,1,255,Tristaniopsis_burmanica,Myrtaceae,2.87,3.5,6.469246132
DEF,11,1751,Elaeocarpus_sphaericus,Elaeocarpaceae,1.27,2.5,1.266768698
MDF,13,87,Terminalia_mucronata,Combretaceae,12.42,15,121.1526933
DDF,5,2661,Wendlandia_tinctoria,Rubiaceae,10.83,7.5,92.11848665
DEF,12,2235,Elaeocarpus_sphaericus,Elaeocarpaceae,4.14,5,13.46141036
DDF,2,770,Dipterocarpus_tuberculatus,Dipterocarpaceae ,2.87,2,6.469246132
DEF,11,1716,Cryptocarya_pallens,Lauraceae,1.59,3.5,1.985565097
DDF,6,3218,Lithocarpus_lindleyanus,Fagaceae,1.43,2,1.606060704
DDF,3,1880,Gluta_usitata,Anacardiaceae,1.59,2,1.985565097
DEF,12,2352,Rothmannia_sootepensis,Rubiaceae,1.91,3.5,2.86521104
DEF,10,993,Castanopsis_acuminatissima,Fagaceae,0.64,1.8,0.321699088
DEF,12,2268,Rothmannia_sootepensis,Rubiaceae,1.59,4,1.985565097
DDF,1,18,Gluta_usitata,Anacardiaceae,18.15,10,258.7278265
DDF,6,3340,Wendlandia_tinctoria,Rubiaceae,2.55,3.5,5.107051557
DDF,1,90,Canarium_subulatum,Burseraceae,5.41,4.5,22.98711199
DEF,12,1897,Phoebe_lanceolata,Lauraceae,3.82,5,11.46084416
DDF,2,945,Shorea_obtusa,Dipterocarpaceae ,2.87,2.5,6.469246132
DDF,4,2076,Dipterocarpus_obtusifolius,Dipterocarpaceae ,6.05,4,28.74753628
DEF,10,1220,Castanopsis_acuminatissima,Fagaceae,2.87,5,6.469246132
DEF,7,303,Lithocarpus_fenestus,Fagaceae,5.41,6,22.98711199
DDF,2,930,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.5,6,9.621127502
DDF,6,3087,Shorea_obtusa,Dipterocarpaceae ,10.19,8,81.55268223
DDF,2,1147,Dipterocarpus_obtusifolius,Dipterocarpaceae ,1.59,1.8,1.985565097
DDF,5,2689,Tristaniopsis_burmanica,Myrtaceae,13.06,7,133.9603382
DDF,1,267,Catunaregam_spathulifolia,Rubiaceae,2.55,2.5,5.107051557
MDF,15,427,Millettia_kangensis,Fabaceae,26.75,23,562.0014733
DDF,2,1059,Shorea_obtusa,Dipterocarpaceae ,2.87,3,6.469246132
MDF,14,252,Millettia_kangensis,Fabaceae,22.29,19,390.2204436
DDF,2,729,Tristaniopsis_burmanica,Myrtaceae,1.59,3,1.985565097
MDF,17,929,Xylia_xylocarpa,Fabaceae,13.06,15,133.9603382
DDF,2,822,Tristaniopsis_burmanica,Myrtaceae,1.91,2.5,2.86521104
DEF,7,334,Elaeocarpus_sphaericus,Elaeocarpaceae,3.18,3,7.942260388
DEF,9,643,Ixora_cibdela,Rubiaceae,1.27,1.6,1.266768698
DDF,3,1694,Gluta_usitata,Anacardiaceae,1.59,2,1.985565097
MDF,16,803,Xylia_xylocarpa,Fabaceae,9.24,10,67.05541024
DDF,4,2336,Shorea_siamensis,Dipterocarpaceae ,4.46,5,15.62282611
DEF,12,2262,Rothmannia_sootepensis,Rubiaceae,2.55,3,5.107051557
MDF,16,701,Strychnos_nux-vomica,Loganiaceae,7.64,6,45.84337664
DEF,8,489,Phoebe_paniculata,Lauraceae,3.18,3.5,7.942260388
DEF,12,1961,Syzygium_albiflorum,Myrtaceae,18.47,13,267.9314363
DEF,12,1982,Nephelium_hypoleucum,Sapindaceae,4.14,3,13.46141036
DDF,4,2333,Shorea_siamensis,Dipterocarpaceae ,3.82,2,11.46084416
DEF,7,76,Styrax_benzoides,Styracaceae,1.27,2,1.266768698
DDF,4,2218,Dalbergia_dongnaiensis,Fabacese,2.87,3,6.469246132
DDF,6,3168,Dalbergia_cultrata,Fabaceae,5.73,5,25.78689936
DDF,2,1044,Dipterocarpus_tuberculatus,Dipterocarpaceae ,2.87,2,6.469246132
DDF,5,2638,Wendlandia_tinctoria,Rubiaceae,14.65,7.5,168.5641173
DEF,12,2306,Dolichandrone_columnaris,Bignoniaceae,1.75,2,2.405281875
DDF,6,3421,Wendlandia_tinctoria,Rubiaceae,3.82,5,11.46084416
DDF,1,245,Dipterocarpus_obtusifolius,Dipterocarpaceae ,12.1,12,114.9901451
DEF,10,1146,Castanopsis_argentea,Fagaceae,3.82,5,11.46084416
MDF,14,214,Lagerstroemia_loudonii,Lythraceae,15.29,13,183.6136028
DEF,12,1874,Garcinia_merguensis,Clusiaceae,2.87,4,6.469246132
DDF,6,3367,Wendlandia_tinctoria,Rubiaceae,3.82,5,11.46084416
MDF,18,1029,Lagerstroemia_duperreana,Lythraceae,2.55,2,5.107051557
DDF,1,380,Tristaniopsis_burmanica,Myrtaceae,2.55,3,5.107051557
MDF,15,460,Terminalia_mucronata,Combretaceae,20.38,18,326.2107289
DDF,5,2752,Dipterocarpus_tuberculatus,Dipterocarpaceae ,8.28,6,53.84564145
MDF,15,556,Phyllanthus_columnaris,Phyllanthaceae,1.27,1.5,1.266768698
MDF,15,485,Lagerstroemia_duperreana,Lythraceae,17.83,19,249.6850662
DDF,2,1170,Tristaniopsis_burmanica,Myrtaceae,1.27,2.5,1.266768698
DDF,4,2421,Phyllanthus_emblica,Phyllanthaceae,2.55,3,5.107051557
DDF,3,1725,Tristaniopsis_burmanica,Myrtaceae,2.07,3,3.36535259
MDF,14,279,Lagerstroemia_loudonii,Lythraceae,21.97,16,379.0966924
DDF,1,351,Lithocarpus_sootepensis,Fagaceae,2.55,3.5,5.107051557
