community,plot,number,species,family,dbh,height,ba
DEF,8,442,Aporosa_octandra,Phyllanthaceae,23.25,13,424.5567947
DDF,2,946,Shorea_obtusa,Dipterocarpaceae ,4.14,6,13.46141036
DEF,10,1108,Castanopsis_argentea,Fagaceae,0.96,3,0.723822947
DDF,6,2991,Lithocarpus_polystachyus,Fagaceae,1.27,2,1.266768698
DDF,2,1164,Tristaniopsis_burmanica,Myrtaceae,3.18,4,7.942260388
DEF,7,129,Croton_roxburghii,Euphorbiaceae,1.27,2,1.266768698
DDF,2,888,Quercus_kerrii,Fagaceae,1.91,2,2.86521104
DEF,12,2311,Rothmannia_sootepensis,Rubiaceae,0.64,2,0.321699088
DDF,6,3277,Anneslea_fragrans,Theaceae,0.96,1.6,0.723822947
DDF,5,2960,Vitex_peduncularis,Verbenaceae,3.18,3,7.942260388
MDF,16,711,Antidesma_acidum,Phyllanthaceae,0.96,1.6,0.723822947
DDF,3,1800,Catunaregam_spathulifolia,Rubiaceae,2.23,2.5,3.905706527
DEF,7,320,Canarium_subulatum,Burseraceae,6.05,7,28.74753628
DDF,2,981,Holarrhena_pubescens,Apocynaceae,3.5,3,9.621127502
DEF,11,1836,Garcinia_merguensis,Clusiaceae,1.91,2,2.86521104
DDF,6,3112,Lithocarpus_polystachyus,Fagaceae,7.32,4,42.08351855
DEF,8,601,Adenanthera_pavonina,Fabaceae,4.14,4,13.46141036
DEF,9,732,Canarium_subulatum,Burseraceae,1.59,3,1.985565097
DDF,6,3440,Craibiodendron_stellatum,Ericaceae,2.23,5,3.905706527
DDF,4,2059,Dipterocarpus_obtusifolius,Dipterocarpaceae ,3.18,3,7.942260388
MDF,13,73,Terminalia_mucronata,Combretaceae,18.31,22,263.3095252
DDF,2,977,Buchanania_lanzan,Anacardiaceae,2.23,2.5,3.905706527
MDF,13,151,Lagerstroemia_duperreana,Lythraceae,1.59,2.5,1.985565097
DEF,10,1336,Magnolia_baillonii,Magnoliaceae,1.27,3,1.266768698
MDF,15,418,Lagerstroemia_duperreana,Lythraceae,5.73,7.5,25.78689936
DEF,12,2162,Tarennoidea_wallichii,Rubiaceae,1.59,2,1.985565097
MDF,16,564,Xylia_xylocarpa,Fabaceae,4.46,3,15.62282611
DEF,12,2034,Elaeocarpus_sphaericus,Elaeocarpaceae,2.55,4,5.107051557
DEF,12,2305,Lithocarpus_polystachyus,Fagaceae,4.78,4,17.9450914
DEF,9,861,Elaeocarpus_sphaericus,Elaeocarpaceae,1.27,3,1.266768698
DDF,5,2729,Aporosa_villosa,Phyllanthaceae,4.14,3.5,13.46141036
DDF,6,3460,Helicia_nilagirica,Proteaceae,1.59,3,1.985565097
DEF,7,366,Quercus_kingiana,Fagaceae,1.27,2.5,1.266768698
MDF,14,181,Vitex_pinnata,Verbenaceae,7.96,15,49.76408427
DDF,3,1748,Tristaniopsis_burmanica,Myrtaceae,1.91,3,2.86521104
DDF,4,2475,Dipterocarpus_obtusifolius,Dipterocarpaceae ,3.5,3,9.621127502
DEF,12,1951,Olea_salicifolia,Oleaceae,2.55,4,5.107051557
DDF,6,3172,Aporosa_villosa,Phyllanthaceae,2.87,3,6.469246132
DDF,3,1302,Shorea_obtusa,Dipterocarpaceae ,4.78,3.5,17.9450914
DDF,4,1955,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.34,3,8.761587752
DDF,5,2568,Anneslea_fragrans,Theaceae,25.16,9,497.1771436
DDF,6,3008,Lithocarpus_polystachyus,Fagaceae,1.43,3.5,1.606060704
DDF,2,567,Dipterocarpus_obtusifolius,Dipterocarpaceae ,16.56,10,215.3825658
DEF,10,1209,Diospyros_glandulosa,Ebenaceae,0.64,3,0.321699088
DDF,6,3243,Garcinia_cowa,Clusiaceae,2.23,4,3.905706527
DDF,3,1419,Syzygium_cumini,Myrtaceae,12.42,8.5,121.1526933
DDF,5,2732,Wendlandia_tinctoria,Rubiaceae,7.48,6,43.9433414
DDF,4,2534,Quercus_kerrii,Fagaceae,2.87,4,6.469246132
DEF,10,1111,Castanopsis_acuminatissima,Fagaceae,2.23,5,3.905706527
DDF,1,251,Dipterocarpus_obtusifolius,Dipterocarpaceae ,3.18,3,7.942260388
DEF,11,1486,Mallotus_philippensis,Euphorbiaceae,2.55,5.5,5.107051557
DDF,4,2150,Dipterocarpus_tuberculatus,Dipterocarpaceae ,5.73,2.5,25.78689936
DDF,6,3292,Aporosa_villosa,Phyllanthaceae,1.59,2,1.985565097
DEF,12,2011,Elaeocarpus_sphaericus,Elaeocarpaceae,2.55,6,5.107051557
DDF,4,2416,Tristaniopsis_burmanica,Myrtaceae,3.82,3,11.46084416
DDF,1,359,Semecarpus_anacardium,Anacardiaceae,2.87,2.5,6.469246132
DEF,12,2332,Xylia_xylocarpa,Fabaceae,5.41,5,22.98711199
MDF,13,62,Canarium_subulatum,Burseraceae,22.29,19,390.2204436
DEF,12,2230,Ilex_umbellulata,Aquifoliaceae,1.59,3.5,1.985565097
MDF,14,230,Alangium_salviifolium,Cornaceae,19.11,16,286.8212046
DDF,3,1393,Shorea_obtusa,Dipterocarpaceae ,10.83,6,92.11848665
DDF,4,2522,Shorea_obtusa,Dipterocarpaceae ,7.96,4,49.76408427
DDF,4,2281,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.82,3,11.46084416
DDF,3,1676,Ixora_cibdela,Rubiaceae,2.23,3,3.905706527
MDF,13,98,Pterocarpus_macrocarpus,Fabaceae,22.45,23,395.8426378
DDF,3,1319,Lithocarpus_tenuinervis,Fagaceae,6.37,2,31.86902274
MDF,18,1054,Miliusa_lineata,Annonaceae,1.27,2,1.266768698
DDF,3,1358,Tristaniopsis_burmanica,Myrtaceae,9.55,6,71.630276
DDF,2,993,Tristaniopsis_burmanica,Myrtaceae,1.59,3,1.985565097
DDF,1,434,Dipterocarpus_tuberculatus,Dipterocarpaceae ,2.87,1.8,6.469246132
DDF,6,3219,Lithocarpus_lindleyanus,Fagaceae,3.18,3,7.942260388
MDF,14,286,Tectona_grandis,Lamiaceae,20.7,19,336.535259
DDF,3,1871,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.5,3,9.621127502
DEF,11,1583,Castanopsis_acuminatissima,Fagaceae,1.59,5,1.985565097
DDF,3,1685,Shorea_obtusa,Dipterocarpaceae ,4.14,3,13.46141036
DEF,10,1200,Pittosporopsis_kerrii,Icacinaceae,4.14,6,13.46141036
MDF,16,660,Antidesma_acidum,Phyllanthaceae,1.91,2,2.86521104
DDF,2,633,Garcinia_cowa,Clusiaceae,5.41,4,22.98711199
DDF,4,2172,Gluta_usitata,Anacardiaceae,3.18,2.5,7.942260388
DEF,7,57,Lithocarpus_fenestus,Fagaceae,5.1,8,20.42820623
DEF,10,969,Artocarpus_sp.,Moraceae,3.18,5,7.942260388
DEF,9,632,Dipterocarpus_turbinatus,Dipterocarpaceae ,114.97,40,10381.47217
DDF,4,2020,Phyllanthus_emblica,Phyllanthaceae,4.14,5,13.46141036
DDF,1,378,Dalbergia_oliveri,Fabaceae,1.91,4,2.86521104
DDF,6,3459,Monosis_volkameriifolia,Asteraceae,2.23,3,3.905706527
DEF,7,87,Tarennoidea_wallichii,Rubiaceae,1.59,1.8,1.985565097
DEF,12,1928,Garcinia_merguensis,Clusiaceae,1.91,3,2.86521104
DDF,2,844,Gardenia_sootepensis,Rubiaceae,1.91,2.5,2.86521104
DEF,12,2179,Rothmannia_sootepensis,Rubiaceae,1.27,2.5,1.266768698
DDF,3,1740,Buchanania_lanzan,Anacardiaceae,1.91,3,2.86521104
DDF,1,448,Garcinia_cowa,Clusiaceae,1.91,2,2.86521104
DEF,11,1741,Cryptocarya_pallens,Lauraceae,3.82,6,11.46084416
DDF,2,1151,Dipterocarpus_obtusifolius,Dipterocarpaceae ,1.59,4,1.985565097
DDF,2,986,Tristaniopsis_burmanica,Myrtaceae,1.59,2,1.985565097
DDF,2,590,Shorea_siamensis,Dipterocarpaceae ,11.46,12,103.1475974
DEF,10,1386,Elaeocarpus_sp.,Elaeocarpaceae,0.96,3,0.723822947
DDF,3,1826,Ixora_cibdela,Rubiaceae,1.91,3,2.86521104
DDF,1,462,Catunaregam_spathulifolia,Rubiaceae,2.55,2.5,5.107051557
DDF,5,2784,Dipterocarpus_tuberculatus,Dipterocarpaceae ,27.07,18,575.5279146
DEF,12,1876,Rothmannia_sootepensis,Rubiaceae,1.91,4,2.86521104
DEF,7,288,Ixora_cibdela,Rubiaceae,1.59,2,1.985565097
DDF,6,3162,Shorea_obtusa,Dipterocarpaceae ,6.37,6,31.86902274
DEF,11,1805,Lithocarpus_fenestus,Fagaceae,10.51,7,86.75515967
DEF,12,2038,Elaeocarpus_sphaericus,Elaeocarpaceae,1.59,3.5,1.985565097
DDF,2,665,Gluta_usitata,Anacardiaceae,2.23,1.5,3.905706527
MDF,14,322,Lagerstroemia_duperreana,Lythraceae,10.83,14,92.11848665
DEF,8,449,Olea_salicifolia,Oleaceae,39.81,12,1244.727362
DDF,2,504,Shorea_obtusa,Dipterocarpaceae ,11.15,8,97.64266317
DDF,6,3336,Wendlandia_tinctoria,Rubiaceae,8.92,6,62.49130443
DEF,9,880,Ixora_cibdela,Rubiaceae,2.23,2.5,3.905706527
DEF,11,1425,Castanopsis_acuminatissima,Fagaceae,0.96,2,0.723822947
MDF,16,685,Shorea_obtusa,Dipterocarpaceae ,17.2,13,232.3521927
DDF,4,2346,Shorea_siamensis,Dipterocarpaceae ,4.14,1.5,13.46141036
DDF,6,3433,Lithocarpus_polystachyus,Fagaceae,4.46,5,15.62282611
DDF,3,1646,Buchanania_lanzan,Anacardiaceae,2.23,3,3.905706527
MDF,16,606,Pterocarpus_macrocarpus,Fabaceae,18.15,15,258.7278265
MDF,14,358,Ziziphus_oenoplia,Rhamnaceae,2.71,8,5.768042652
DDF,6,3363,Wendlandia_tinctoria,Rubiaceae,1.27,2.5,1.266768698
MDF,13,157,Antidesma_acidum,Phyllanthaceae,1.59,1.6,1.985565097
DDF,1,384,Garcinia_cowa,Clusiaceae,2.55,3,5.107051557
MDF,14,385,Lagerstroemia_duperreana,Lythraceae,2.07,1.5,3.36535259
DDF,2,525,Quercus_kerrii,Fagaceae,5.1,5,20.42820623
DDF,5,2833,Shorea_obtusa,Dipterocarpaceae ,33.76,9,895.1478178
DEF,12,1873,Rothmannia_sootepensis,Rubiaceae,1.91,3,2.86521104
MDF,15,466,Lagerstroemia_duperreana,Lythraceae,7.64,10,45.84337664
DDF,4,1980,Tristaniopsis_burmanica,Myrtaceae,4.78,4.5,17.9450914
DEF,12,1881,Lithocarpus_polystachyus,Fagaceae,7.96,7,49.76408427
MDF,14,186,Pterocarpus_macrocarpus,Fabaceae,8.6,2,58.08804816
DDF,6,3191,Shorea_obtusa,Dipterocarpaceae ,5.1,3,20.42820623
DDF,5,2737,Aporosa_villosa,Phyllanthaceae,5.1,4,20.42820623
DDF,4,2461,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.78,2.5,17.9450914
MDF,18,1021,Vitex_peduncularis,Verbenaceae,12.74,8,127.4760909
DDF,4,2170,Craibiodendron_stellatum,Ericaceae,4.78,3,17.9450914
MDF,14,321,Lagerstroemia_duperreana,Lythraceae,10.51,15,86.75515967
DEF,8,481,Rothmannia_sootepensis,Rubiaceae,5.41,4,22.98711199
DDF,5,2794,Shorea_obtusa,Dipterocarpaceae ,25.8,16,522.7924335
DEF,10,1260,Phoebe_lanceolata,Lauraceae,0.64,1.7,0.321699088
DDF,3,1233,Craibiodendron_stellatum,Ericaceae,8.6,6,58.08804816
DEF,12,2283,Rothmannia_sootepensis,Rubiaceae,8.28,7,53.84564145
DEF,7,62,Nephelium_hypoleucum,Sapindaceae,4.78,5,17.9450914
DEF,9,620,Lithocarpus_fenestus,Fagaceae,0.96,2,0.723822947
DDF,2,603,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.78,5,17.9450914
DDF,4,2298,Shorea_siamensis,Dipterocarpaceae ,0.64,4,0.321699088
MDF,13,81,Protium_serratum,Burseraceae,11.78,10,108.9884465
DEF,10,1016,Rapanea_yunnanensis,Primulaceae,1.59,3,1.985565097
DDF,3,1881,Dipterocarpus_tuberculatus,Dipterocarpaceae ,2.55,1.6,5.107051557
DEF,8,577,Lagerstroemia_duperreana,Lythraceae,54.14,28,2302.111659
DEF,11,1571,Elaeocarpus_sp.,Elaeocarpaceae,1.91,3,2.86521104
DDF,3,1543,Gluta_usitata,Anacardiaceae,4.14,4,13.46141036
DEF,7,275,Lagerstroemia_duperreana,Lythraceae,4.62,5.5,16.76385256
DDF,3,1883,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.14,4,13.46141036
DDF,4,2361,Quercus_kerrii,Fagaceae,3.18,3.5,7.942260388
DEF,7,359,Colona_flagrocarpa,Tiliaceae,26.75,14,562.0014733
DEF,12,1931,Dipterocarpus_turbinatus,Dipterocarpaceae ,0.96,2,0.723822947
DDF,2,775,Tristaniopsis_burmanica,Myrtaceae,1.59,3,1.985565097
DDF,3,1273,Quercus_kerrii,Fagaceae,7.96,7,49.76408427
DDF,5,2673,Aporosa_villosa,Phyllanthaceae,3.5,2,9.621127502
DDF,6,3093,Lithocarpus_polystachyus,Fagaceae,6.37,8,31.86902274
DDF,6,3267,Tristaniopsis_burmanica,Myrtaceae,0.96,2,0.723822947
DEF,9,848,Xylia_xylocarpa,Fabaceae,31.85,18,796.7255684
DDF,4,2545,Shorea_siamensis,Dipterocarpaceae ,3.18,2.2,7.942260388
DEF,8,504,Styrax_benzoides,Styracaceae,21.34,19,357.6668679
MDF,14,190,Lagerstroemia_duperreana,Lythraceae,5.89,9,27.24711162
DDF,2,566,Dipterocarpus_obtusifolius,Dipterocarpaceae ,6.05,6,28.74753628
DDF,4,2457,Gluta_usitata,Anacardiaceae,4.14,3,13.46141036
MDF,16,574,Schleichera_oleosa,Sapindaceae,7.01,7,38.59454429
DEF,10,1175,Garcinia_merguensis,Clusiaceae,0.96,2,0.723822947
DEF,12,2281,Rothmannia_sootepensis,Rubiaceae,6.05,6,28.74753628
DEF,8,562,Vitex_peduncularis,Verbenaceae,1.27,2,1.266768698
MDF,18,1010,Millingtonia_hortensis,Bignoniaceae,9.87,8,76.51105434
MDF,15,474,Lagerstroemia_duperreana,Lythraceae,17.2,10,232.3521927
DDF,5,2622,Tristaniopsis_burmanica,Myrtaceae,0.96,1.6,0.723822947
DEF,11,1466,Rothmannia_sootepensis,Rubiaceae,3.82,5,11.46084416
MDF,17,958,Terminalia_mucronata,Combretaceae,14.33,17,161.2806489
MDF,15,553,Lagerstroemia_duperreana,Lythraceae,2.23,3.5,3.905706527
DEF,10,1236,Carpinus_viminea,Betulaceae ,1.59,3.5,1.985565097
DDF,2,783,Tristaniopsis_burmanica,Myrtaceae,3.82,5,11.46084416
DDF,2,1092,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.18,2,7.942260388
DDF,5,2931,Gardenia_sootepensis,Rubiaceae,1.91,3,2.86521104
DEF,10,1052,Castanopsis_acuminatissima,Fagaceae,0.96,2,0.723822947
DEF,10,920,Eriobotrya_bengalensis,Rosaceae,0.64,2,0.321699088
DEF,7,83,Tarennoidea_wallichii,Rubiaceae,3.5,2.5,9.621127502
DEF,11,1605,Cananga_odorata,Annonaceae,1.27,3.5,1.266768698
DEF,9,841,Cinnamomum_iners,Lauraceae,0.96,2,0.723822947
MDF,17,937,Shorea_siamensis,Dipterocarpaceae ,12.42,8,121.1526933
DDF,3,1794,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.82,2,11.46084416
DEF,7,286,Litsea_sp.1,Lauraceae,1.91,3,2.86521104
MDF,15,539,Antidesma_sp.,Phyllanthaceae,1.59,1.8,1.985565097
DEF,9,818,Turpinia_pomifera,Staphyleaceae,1.91,3,2.86521104
DDF,2,847,Dipterocarpus_tuberculatus,Dipterocarpaceae ,2.87,1.5,6.469246132
DEF,8,521,Dipterocarpus_turbinatus,Dipterocarpaceae ,1.27,2,1.266768698
DDF,3,1433,Lithocarpus_polystachyus,Fagaceae,4.78,6,17.9450914
DDF,4,2189,Dipterocarpus_obtusifolius,Dipterocarpaceae ,6.69,2.5,35.15135874
DEF,10,1109,Castanopsis_diversifolia,Fagaceae,3.5,5,9.621127502
DEF,12,1929,Cratoxylum_formosum,Hypericaceae ,2.87,4,6.469246132
DDF,2,875,Dipterocarpus_obtusifolius,Dipterocarpaceae ,3.82,4,11.46084416
DDF,3,1895,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.14,1.8,13.46141036
DEF,12,2328,Xanthophyllum_virens,Polygalaceae,39.81,23,1244.727362
DDF,5,2967,Dipterocarpus_tuberculatus,Dipterocarpaceae ,25.48,13,509.9043638
DEF,9,756,Garcinia_merguensis,Clusiaceae,1.59,1.6,1.985565097
DEF,12,2261,Rothmannia_sootepensis,Rubiaceae,2.23,3,3.905706527
DDF,3,1584,Dipterocarpus_obtusifolius,Dipterocarpaceae ,2.87,1.8,6.469246132
DDF,4,2108,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.78,5,17.9450914
DEF,12,2193,Rothmannia_sootepensis,Rubiaceae,1.91,3,2.86521104
DEF,12,2187,Ixora_cibdela,Rubiaceae,1.27,2,1.266768698
DDF,5,2580,Quercus_brandisiana,Fagaceae,16.56,9,215.3825658
DDF,5,2743,Aporosa_villosa,Phyllanthaceae,4.78,4,17.9450914
DEF,12,1942,Lithocarpus_polystachyus,Fagaceae,7.64,6,45.84337664
DEF,9,714,Nephelium_hypoleucum,Sapindaceae,1.91,3,2.86521104
DEF,8,483,Protium_serratum,Burseraceae,1.59,1.6,1.985565097
DDF,6,3145,Schima_wallichii,Theaceae,2.87,4,6.469246132
DEF,10,1096,Castanopsis_argentea,Fagaceae,2.87,5,6.469246132
DEF,10,1100,Castanopsis_acuminatissima,Fagaceae,3.18,5,7.942260388
DDF,5,2632,Aporosa_villosa,Phyllanthaceae,8.92,5,62.49130443
DDF,4,2096,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.78,3,17.9450914
DEF,11,1785,Syzygium_albiflorum,Myrtaceae,24.84,14,484.610773
DDF,4,2521,Shorea_obtusa,Dipterocarpaceae ,21.34,11,357.6668679
DDF,2,919,Dipterocarpus_tuberculatus,Dipterocarpaceae ,2.87,2,6.469246132
MDF,14,232,Tectona_grandis,Lamiaceae,9.55,15,71.630276
DDF,5,2712,Syzygium_albiflorum,Myrtaceae,1.91,3,2.86521104
DEF,12,2347,Lithocarpus_fenestus,Fagaceae,11.15,12,97.64266317
DDF,2,959,Garcinia_cowa,Clusiaceae,2.55,2,5.107051557
DDF,6,3004,Aporosa_villosa,Phyllanthaceae,9.55,7,71.630276
DDF,6,3225,Rapanea_yunnanensis,Primulaceae,0.96,2,0.723822947
DDF,4,1961,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.14,3,13.46141036
DEF,12,2290,Elaeocarpus_sphaericus,Elaeocarpaceae,1.27,3,1.266768698
DDF,4,1963,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.82,2,11.46084416
DEF,12,2133,Glochidion_sphaerogynum,Phyllanthaceae,6.05,10,28.74753628
DDF,4,2478,Shorea_siamensis,Dipterocarpaceae ,10.51,12,86.75515967
MDF,16,643,Xylia_xylocarpa,Fabaceae,2.55,3.5,5.107051557
DDF,2,803,Shorea_obtusa,Dipterocarpaceae ,2.23,1.5,3.905706527
DDF,6,3099,Dipterocarpus_tuberculatus,Dipterocarpaceae ,1.91,3,2.86521104
DDF,2,1013,Catunaregam_spathulifolia,Rubiaceae,2.87,3,6.469246132
MDF,13,69,Canarium_subulatum,Burseraceae,18.95,20,282.038444
DEF,12,1850,Engelhardia_serrata,Juglandaceae,1.59,2.5,1.985565097
DEF,7,280,Litsea_salicifolia,Lauraceae,2.23,3,3.905706527
DEF,10,1255,Cinnamomum_iners,Lauraceae,0.96,3,0.723822947
DDF,3,1719,Tristaniopsis_burmanica,Myrtaceae,1.59,3,1.985565097
DDF,4,2195,Anneslea_fragrans,Theaceae,2.23,2,3.905706527
DDF,6,3226,Rapanea_yunnanensis,Primulaceae,0.96,2,0.723822947
DEF,9,772,Phoebe_paniculata,Lauraceae,8.28,8,53.84564145
DDF,1,159,Shorea_siamensis,Dipterocarpaceae ,14.01,12,154.1580301
DEF,7,269,Rothmannia_sootepensis,Rubiaceae,0.96,1.5,0.723822947
DEF,12,2346,Lithocarpus_fenestus,Fagaceae,7.32,13,42.08351855
DEF,12,2188,Lithocarpus_fenestus,Fagaceae,10.51,8,86.75515967
DEF,7,120,Elaeocarpus_sphaericus,Elaeocarpaceae,1.27,1.7,1.266768698
DDF,4,2305,Quercus_kerrii,Fagaceae,5.41,5,22.98711199
DEF,11,1814,Rothmannia_sootepensis,Rubiaceae,5.1,5,20.42820623
DDF,2,948,Tristaniopsis_burmanica,Myrtaceae,2.23,2.5,3.905706527
DDF,2,649,Dipterocarpus_obtusifolius,Dipterocarpaceae ,40.76,18,1304.842916
DDF,5,2693,Aporosa_villosa,Phyllanthaceae,4.78,4,17.9450914
MDF,16,659,Antidesma_acidum,Phyllanthaceae,2.55,2.5,5.107051557
DDF,1,276,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.14,3,13.46141036
DDF,6,3366,Schima_wallichii,Theaceae,3.5,6,9.621127502
DDF,3,1359,Shorea_siamensis,Dipterocarpaceae ,6.05,6.5,28.74753628
DDF,3,1903,Aporosa_villosa,Phyllanthaceae,2.23,2.5,3.905706527
DEF,11,1528,Adinandra_integerrima,Pentaphylaceae,2.87,4,6.469246132
DDF,3,1397,Dipterocarpus_tuberculatus,Dipterocarpaceae ,5.1,4,20.42820623
DEF,12,2301,Rothmannia_sootepensis,Rubiaceae,1.43,2,1.606060704
DEF,11,1484,Castanopsis_argentea,Fagaceae,1.27,2.5,1.266768698
DEF,9,855,Engelhardia_serrata,Juglandaceae,1.91,3,2.86521104
MDF,13,23,Tectona_grandis,Lamiaceae,12.42,12,121.1526933
DDF,4,2023,Shorea_siamensis,Dipterocarpaceae ,14.65,12,168.5641173
MDF,14,389,Millettia_kangensis,Fabaceae,3.18,5,7.942260388
DEF,12,1856,Engelhardia_serrata,Juglandaceae,1.91,3,2.86521104
DDF,5,2835,Dipterocarpus_tuberculatus,Dipterocarpaceae ,7.01,6.5,38.59454429
DDF,3,1350,Shorea_obtusa,Dipterocarpaceae ,13.06,8,133.9603382
DEF,9,766,Rothmannia_sootepensis,Rubiaceae,2.55,4,5.107051557
DDF,3,1272,Shorea_obtusa,Dipterocarpaceae ,4.78,5,17.9450914
MDF,13,19,Tectona_grandis,Lamiaceae,15.92,15,199.0563371
DDF,2,1026,Dipterocarpus_obtusifolius,Dipterocarpaceae ,2.23,2,3.905706527
DEF,12,2101,Rothmannia_sootepensis,Rubiaceae,2.71,4.5,5.768042652
DDF,2,503,Shorea_siamensis,Dipterocarpaceae ,24.2,14,459.9605804
DDF,2,884,Craibiodendron_stellatum,Ericaceae,3.5,2.5,9.621127502
DDF,6,3028,Helicia_nilagirica,Proteaceae,1.27,2,1.266768698
DEF,7,263,Phoebe_paniculata,Lauraceae,3.82,5,11.46084416
DDF,3,1739,Tristaniopsis_burmanica,Myrtaceae,2.55,4.5,5.107051557
DEF,10,1325,Aphanamixis_polystachya,Meliaceae,1.59,2,1.985565097
DDF,5,2839,Wendlandia_tinctoria,Rubiaceae,0.96,2.5,0.723822947
DEF,12,2264,Rothmannia_sootepensis,Rubiaceae,3.18,5,7.942260388
DDF,2,901,Tristaniopsis_burmanica,Myrtaceae,2.23,3,3.905706527
DDF,2,983,Garcinia_cowa,Clusiaceae,4.46,4,15.62282611
DDF,6,3265,Lithocarpus_polystachyus,Fagaceae,2.39,3,4.486272849
DDF,3,1778,Gardenia_obtusifolia,Rubiaceae,2.55,1.5,5.107051557
DEF,12,2161,Tarennoidea_wallichii,Rubiaceae,3.98,5,12.44102107
DEF,10,1172,Castanopsis_acuminatissima,Fagaceae,1.59,2,1.985565097
DEF,11,1722,Litsea_sp.4,Lauraceae,5.1,7,20.42820623
DDF,6,2996,Schima_wallichii,Theaceae,10.19,8,81.55268223
DDF,3,1859,Gardenia_sootepensis,Rubiaceae,1.59,2,1.985565097
DDF,6,2982,Aporosa_villosa,Phyllanthaceae,4.62,4.5,16.76385256
DDF,2,688,Tristaniopsis_burmanica,Myrtaceae,1.59,2.5,1.985565097
DDF,1,56,Shorea_siamensis,Dipterocarpaceae ,8.28,7,53.84564145
DDF,4,2004,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.46,3,15.62282611
DEF,12,1963,Garcinia_merguensis,Clusiaceae,3.18,4,7.942260388
MDF,15,549,Lagerstroemia_duperreana,Lythraceae,2.87,4,6.469246132
MDF,17,931,Pterocarpus_macrocarpus,Fabaceae,26.11,16,535.4311393
DEF,10,1356,Castanopsis_argentea,Fagaceae,2.55,3.5,5.107051557
DDF,3,1262,Gluta_usitata,Anacardiaceae,5.41,5,22.98711199
DEF,11,1650,Elaeocarpus_sphaericus,Elaeocarpaceae,1.91,4.5,2.86521104
DDF,1,230,Shorea_obtusa,Dipterocarpaceae ,12.74,11,127.4760909
DEF,9,854,Elaeocarpus_sphaericus,Elaeocarpaceae,2.23,5,3.905706527
DDF,1,7,Shorea_siamensis,Dipterocarpaceae ,17.2,16,232.3521927
DDF,3,1354,Aporosa_villosa,Phyllanthaceae,8.6,6,58.08804816
DDF,6,3231,Pavetta_tomentosa,Rubiaceae,2.23,3,3.905706527
DEF,7,94,Memecylon_celastrinum,Melastomataceae,18.15,12,258.7278265
MDF,17,950,Schleichera_oleosa,Sapindaceae,2.55,1.6,5.107051557
DEF,12,2307,Elaeocarpus_sphaericus,Elaeocarpaceae,4.46,6,15.62282611
DDF,2,514,Dipterocarpus_obtusifolius,Dipterocarpaceae ,17.2,13,232.3521927
MDF,16,619,Terminalia_mucronata,Combretaceae,1.59,2.5,1.985565097
DDF,4,2352,Lithocarpus_polystachyus,Fagaceae,2.55,2,5.107051557
DEF,10,1003,Castanopsis_acuminatissima,Fagaceae,1.91,3,2.86521104
MDF,15,516,Lagerstroemia_duperreana,Lythraceae,7.01,9,38.59454429
DDF,2,982,Garcinia_cowa,Clusiaceae,1.91,3.5,2.86521104
MDF,18,1035,Terminalia_bellirica,Combretaceae,9.87,8,76.51105434
MDF,16,644,Albizia_odoratissima,Fabaceae,24.84,18,484.610773
DDF,1,366,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.82,2,11.46084416
DEF,11,1798,Rothmannia_sootepensis,Rubiaceae,2.23,2.5,3.905706527
MDF,13,45,Schleichera_oleosa,Sapindaceae,4.78,3.5,17.9450914
MDF,16,822,Antidesma_acidum,Phyllanthaceae,2.23,3,3.905706527
DDF,2,512,Dipterocarpus_obtusifolius,Dipterocarpaceae ,5.41,5,22.98711199
DDF,3,1228,Gluta_usitata,Anacardiaceae,24.84,10,484.610773
DDF,4,2043,Shorea_siamensis,Dipterocarpaceae ,0.64,4,0.321699088
DEF,12,2304,Elaeocarpus_sphaericus,Elaeocarpaceae,3.18,5,7.942260388
DEF,10,1365,Castanopsis_calathiformis,Fagaceae,1.11,2.5,0.967689077
DDF,6,2995,Shorea_obtusa,Dipterocarpaceae ,5.73,3,25.78689936
DDF,6,3262,Rapanea_yunnanensis,Primulaceae,1.27,2,1.266768698
DDF,4,2029,Craibiodendron_stellatum,Ericaceae,8.92,7,62.49130443
DEF,9,695,Ixora_cibdela,Rubiaceae,1.27,2,1.266768698
DDF,6,3449,Monosis_volkameriifolia,Asteraceae,0.96,2,0.723822947
DDF,3,1663,Tristaniopsis_burmanica,Myrtaceae,4.46,6,15.62282611
DEF,11,1474,Adinandra_integerrima,Pentaphylaceae,2.23,4,3.905706527
